09203,34912,3491221,ﾄﾁｷﾞｹﾝ,ﾄﾁｷﾞｼ,ﾌｼﾞｵｶﾏﾁｼﾀﾐﾔ,栃木県,栃木市,藤岡町下宮,0,0,0,0,0,0
11210,34911,3491141,ｻｲﾀﾏｹﾝ,ｶｿﾞｼ,ﾏﾂﾅｶﾞｼﾝﾃﾞﾝ,埼玉県,加須市,松永新田,0,0,0,0,0,0
11210,34912,3491205,ｻｲﾀﾏｹﾝ,ｶｿﾞｼ,ﾑｶｲｺｶﾞ,埼玉県,加須市,向古河,0,0,0,0,0,0
11210,34912,3491212,ｻｲﾀﾏｹﾝ,ｶｿﾞｼ,ﾑｷﾞｸﾗ,埼玉県,加須市,麦倉,0,0,0,0,0,0
11210,34912,3491201,ｻｲﾀﾏｹﾝ,ｶｿﾞｼ,ﾔｷﾞｭｳ,埼玉県,加須市,柳生,0,0,0,0,0,0
11210,34911,3491152,ｻｲﾀﾏｹﾝ,ｶｿﾞｼ,ﾔﾍｴ,埼玉県,加須市,弥兵衛,0,0,0,0,0,0
11210,34912,3491204,ｻｲﾀﾏｹﾝ,ｶｿﾞｼ,ﾖｳｺｳﾀﾞｲ,埼玉県,加須市,陽光台,0,0,1,0,0,0
11232,34911,3491115,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｱﾗｲ,埼玉県,久喜市,新井,0,0,0,0,0,0
11232,34911,3491121,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｲｻｶ,埼玉県,久喜市,伊坂,0,0,0,0,0,0
11232,34911,3491114,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｶﾜﾗﾀﾞｲ,埼玉県,久喜市,河原代,0,0,0,0,0,0
11232,34911,3491111,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｷﾀﾋﾛｼﾏ,埼玉県,久喜市,北広島,0,0,0,0,0,0
11232,34911,3491113,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｷﾂﾈﾂﾞｶ,埼玉県,久喜市,狐塚,0,0,0,0,0,0
11232,34911,3491104,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｸﾘﾊｼ,埼玉県,久喜市,栗橋,0,0,0,0,0,0
11232,34911,3491101,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｸﾘﾊｼｷﾀ,埼玉県,久喜市,栗橋北,0,0,1,0,0,0
11232,34911,3491102,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｸﾘﾊｼﾁｭｳｵｳ,埼玉県,久喜市,栗橋中央,0,0,1,0,0,0
11232,34911,3491103,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｸﾘﾊｼﾋｶﾞｼ,埼玉県,久喜市,栗橋東,0,0,1,0,0,0
11232,34911,3491105,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｺｴﾓﾝ,埼玉県,久喜市,小右衛門,0,0,0,0,0,0
11232,34911,3491124,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｻﾏ,埼玉県,久喜市,佐間,0,0,0,0,0,0
11232,34911,3491116,ｻｲﾀﾏｹﾝ,ｸｷｼ,ｼﾏｶﾞﾜ,埼玉県,久喜市,島川,0,0,0,0,0,0
11232,34911,3491125,ｻｲﾀﾏｹﾝ,ｸｷｼ,ﾀｶﾔﾅｷﾞ,埼玉県,久喜市,高柳,0,0,0,0,0,0
11232,34911,3491112,ｻｲﾀﾏｹﾝ,ｸｷｼ,ﾅｶｻﾞﾄ,埼玉県,久喜市,中里,0,0,0,0,0,0
11232,34911,3491123,ｻｲﾀﾏｹﾝ,ｸｷｼ,ﾏｶﾞﾏ,埼玉県,久喜市,間鎌,0,0,0,0,0,0
11232,34911,3491122,ｻｲﾀﾏｹﾝ,ｸｷｼ,ﾏﾂﾅｶﾞ,埼玉県,久喜市,松永,0,0,0,0,0,0
11232,34911,3491106,ｻｲﾀﾏｹﾝ,ｸｷｼ,ﾐﾄﾞﾘ,埼玉県,久喜市,緑,0,0,1,0,0,0
11232,34911,3491117,ｻｲﾀﾏｹﾝ,ｸｷｼ,ﾐﾅﾐｸﾘﾊｼ,埼玉県,久喜市,南栗橋,0,0,1,0,0,0
11238,34901,3490100,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,"",埼玉県,蓮田市,"",0,0,0,0,0,0
11238,34901,3490126,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｱﾔｾ,埼玉県,蓮田市,綾瀬,0,0,0,0,0,0
11238,34901,3490135,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｲﾇﾏ,埼玉県,蓮田市,井沼,0,0,0,0,0,0
11238,34901,3490133,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｳﾙｲﾄﾞ,埼玉県,蓮田市,閏戸,0,0,0,0,0,0
11238,34901,3490102,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｴｶﾞｻｷ,埼玉県,蓮田市,江ケ崎,0,0,0,0,0,0
11238,34901,3490125,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｵﾏｴﾊﾞｼ,埼玉県,蓮田市,御前橋,0,0,1,0,0,0
11238,34901,3490132,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｶｲﾂﾞｶ,埼玉県,蓮田市,貝塚,0,0,0,0,0,0
11238,34901,3490122,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｶﾐ,埼玉県,蓮田市,上,0,0,1,0,0,0
11238,34901,3490136,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｶﾐﾋﾗﾉ,埼玉県,蓮田市,上平野,0,0,0,0,0,0
11238,34901,3490112,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｶﾜｼﾞﾏ,埼玉県,蓮田市,川島,0,0,0,0,0,0
11238,34901,3490101,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｸﾛﾊﾏ,埼玉県,蓮田市,黒浜,0,0,0,0,0,0
11238,34901,3490134,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｺﾏｻｷ,埼玉県,蓮田市,駒崎,0,0,0,0,0,0
11238,34901,3490113,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｻｸﾗﾀﾞｲ,埼玉県,蓮田市,桜台,0,0,1,0,0,0
11238,34901,3490103,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｻｻﾔﾏ,埼玉県,蓮田市,笹山,0,0,0,0,0,0
11238,34901,3490143,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｼﾞｮｳ,埼玉県,蓮田市,城,0,0,0,0,0,0
11238,34901,3490124,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｽｴﾋﾛ,埼玉県,蓮田市,末広,0,0,1,0,0,0
11238,34901,3490121,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ｾｷﾔﾏ,埼玉県,蓮田市,関山,0,0,1,0,0,0
11238,34901,3490137,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾀｶﾑｼ,埼玉県,蓮田市,高虫,0,0,0,0,0,0
11238,34901,3490144,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾂﾊﾞｷﾔﾏ,埼玉県,蓮田市,椿山,0,0,1,0,0,0
11238,34901,3490141,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾆｼｼﾝｼｭｸ,埼玉県,蓮田市,西新宿,0,0,1,0,0,0
11238,34901,3490145,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾆｼｼﾞｮｳ,埼玉県,蓮田市,西城,0,0,1,0,0,0
11238,34901,3490131,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾈｶﾞﾈ,埼玉県,蓮田市,根金,0,0,0,0,0,0
11238,34901,3490115,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾊｽﾀﾞ,埼玉県,蓮田市,蓮田,0,0,0,0,0,0
11238,34901,3490111,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾋｶﾞｼ,埼玉県,蓮田市,東,0,0,1,0,0,0
11238,34901,3490123,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾎﾝﾁｮｳ,埼玉県,蓮田市,本町,0,0,0,0,0,0
11238,34901,3490114,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾏｺﾞﾒ,埼玉県,蓮田市,馬込,0,0,0,0,0,0
11238,34901,3490104,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾐﾄﾞﾘﾁｮｳ,埼玉県,蓮田市,緑町,0,0,1,0,0,0
11238,34901,3490142,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾐﾅﾐｼﾝｼｭｸ,埼玉県,蓮田市,南新宿,0,0,0,0,0,0
11238,34901,3490127,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾐﾇﾏﾁｮｳ,埼玉県,蓮田市,見沼町,0,0,0,0,0,0
11238,34901,3490128,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,ﾔﾏﾉｳﾁ,埼玉県,蓮田市,山ノ内,0,0,0,0,0,0
11246,34902,3490200,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,"",埼玉県,白岡市,"",0,0,0,0,0,0
11246,34902,3490202,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｱﾗｲｼﾝﾃﾞﾝ,埼玉県,白岡市,荒井新田,0,0,0,0,0,0
11246,34902,3490225,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｵｵﾀｱﾗｲ,埼玉県,白岡市,太田新井,0,0,0,0,0,0
11246,34902,3490226,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｵｶｲｽﾞﾐ,埼玉県,白岡市,岡泉,0,0,0,0,0,0
11246,34902,3490221,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｶﾐﾉﾀﾞ,埼玉県,白岡市,上野田,0,0,0,0,0,0
11246,34902,3490217,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｺｸﾞｷ,埼玉県,白岡市,小久喜,0,0,0,0,0,0
11246,34902,3490216,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｻﾅｶﾞﾔ,埼玉県,白岡市,実ケ谷,0,0,0,0,0,0
11246,34902,3490204,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｼﾉﾂﾞ,埼玉県,白岡市,篠津,0,0,0,0,0,0
11246,34902,3490201,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｼﾊﾞﾔﾏ,埼玉県,白岡市,柴山,0,0,0,0,0,0
11246,34902,3490203,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｼﾓｵｵｻｷ,埼玉県,白岡市,下大崎,0,0,0,0,0,0
11246,34902,3490223,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｼﾓﾉﾀﾞ,埼玉県,白岡市,下野田,0,0,0,0,0,0
11246,34902,3490218,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｼﾗｵｶ,埼玉県,白岡市,白岡,0,0,0,0,0,0
11246,34902,3490219,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｼﾗｵｶﾋｶﾞｼ,埼玉県,白岡市,白岡東,0,0,0,0,0,0
11246,34902,3490212,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｼﾝｼﾗｵｶ,埼玉県,白岡市,新白岡,0,0,1,0,0,0
11246,34902,3490215,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ｾﾝﾀﾞﾉ,埼玉県,白岡市,千駄野,0,0,0,0,0,0
11246,34902,3490213,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ﾀｶｲﾜ,埼玉県,白岡市,高岩,0,0,0,0,0,0
11246,34902,3490222,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ﾂﾒﾀｶﾞﾔ,埼玉県,白岡市,爪田ケ谷,0,0,0,0,0,0
11246,34902,3490214,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ﾃﾗﾂｶ,埼玉県,白岡市,寺塚,0,0,0,0,0,0
11246,34902,3490205,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ﾆｼ,埼玉県,白岡市,西,0,0,1,0,0,0
11246,34902,3490224,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ﾋｺﾍﾞｴ,埼玉県,白岡市,彦兵衛,0,0,0,0,0,0
11246,34902,3490211,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,ﾔｷﾞｭｳ,埼玉県,白岡市,野牛,0,0,0,0,0,0
